 FECHA ; RENOVACION_ESAL ; INSCRIPCION_ACTAS_DOC_ESAL ; CERTIFICADOS_ESAL ; FORMULARIOS_ESAL ; INGRESOS_TOTAL_DIA ; MATRICULAS_ESAL ; MATRICULA_RUP ; INGRESOS_RENOVACIONES ; INGRESOS_CERTIFICADOS ; INGRESOS_EXPEDICION_COPIAS ; INGRESOS_MATRICULAS ; INGRESOS_ESAL ; INSCRIPCION_RUP ; RENOVACION_RUP ; ACTUALIZACION_RUP ; CERTIFICADOS_RUP ; INGRESOS_RUP ; INGRESOS_RUNEOL ; INGRESOS_SERVICIOS_ESPECIALES ; MATRICULA_COMERCIANTE ; RENOVADOS_COMERCIANTE ; RENOVADOS_ESAL ; RENOVADOS_RUP ; CANTIDAD_RENOVACIONES ; CANT_AFIL_FIDELIZADOS ; AFILIADOS_RETIRADOS ; CANT_AFIL_NUEVOS_DESP_CAMP_REN ; CANT_AFIL_NUEVOS_EN_CAMP_REN ; TOTAL_CANT_AFILIADOS ; FORMULARIOS_Y_COPIAS_RUP ; AFIL_INGRESOS_FIDEL ; AFIL_INGRESOS_NUEVOS ; INGRESOS_DERECHOS_DE_I ; INGRESOS_FORMU_DE_REGISTRO_M 
2/01/2022; $111,987,000 ; $11,722,500 ; $10,120,500 ; $3,289,000 ; $2,161,770,114 ;53;0; $1,511,200,000 ; $126,586,650 ;$ 35,01; $128,134,000 ; $137,119,000 ; $21,581,000 ; $15,375,000 ; $7,216,000 ; $19,965,000 ; $64,137,000 ; $2,355,600 ; $9,752,000 ;1754;5111;427;23;5562;81;8;0;12;93;0; $30,293,000.00 ; $4,058,000.00 ; $132,702,850.00 ; $49,748,000.00 
3/01/2022; $892,207,000 ; $12,376,050 ; $13,292,500 ; $13,377,000 ; $19,262,016,137 ;43;0; $17,596,635,450 ; $141,495,600 ;$ 60,84; $113,022,000 ; $931,252,550 ; $20,384,000 ; $70,110,000 ; $6,232,000 ; $22,055,000 ; $118,781,000 ; $3,276,900 ; $10,565,493 ;1452;29808;1974;60;30322;1123;12;0;20;1143;0; $1,072,316,000.00 ; $5,273,000.00 ; $130,101,700.00 ; $216,824,600.00 
4/01/2022; $197,473,000 ; $13,706,100 ; $10,530,000 ; $4,218,500 ; $5,447,434,263 ;52;0; $3,943,831,270 ; $131,669,500 ;$ 134,89; $124,304,000 ; $225,927,600 ; $64,027,000 ; $723,855,000 ; $4,264,000 ; $29,315,000 ; $821,461,000 ;$ 924,90; $12,783,803 ;1626;7332;515;726;7986;0;137;25;0;25;0; $11,547,000.00 ; $10,552,000.00 ; $121,572,800.00 ; $64,824,500.00 
5/01/2022; $65,567,000 ; $10,743,000 ; $9,737,000 ; $1,852,500 ; $2,225,073,713 ;43;0; $1,648,087,000 ; $123,184,800 ;$ 67,73; $112,965,000 ; $87,899,500 ; $47,998,000 ;$ 671,00; $5,576,000 ; $31,680,000 ; $85,925,000 ;$ 432,00; $8,345,831 ;1507;3609;217;322;3877;0;0;21;0;21;0; $-   ; $9,270,000.00 ; $121,461,350.00 ; $36,705,500.00 
6/01/2022; $52,280,000 ; $11,208,000 ; $8,671,000 ; $1,878,500 ; $1,587,030,620 ;62;0; $1,063,944,770 ; $114,100,400 ; $-   ; $107,033,000 ; $74,037,500 ; $40,618,000 ; $2,460,000 ; $7,544,000 ; $23,705,000 ; $74,327,000 ;$ 192,00; $7,548,000 ;1472;2668;211;89;2840;0;6;8;0;8;0; $(10,921,000.00); $768,000.00 ; $116,273,250.00 ; $29,574,700.00 
7/01/2022; $48,858,000 ; $10,302,900 ; $8,970,000 ; $1,501,500 ; $1,350,079,060 ;56;0; $841,820,000 ; $115,647,100 ;$ 37,31; $109,082,000 ; $69,632,400 ; $41,848,000 ; $(6,150,000); $9,512,000 ; $19,250,000 ; $64,460,000 ;$ 336,00; $6,284,000 ;1544;2367;158;11;2487;0;0;19;0;19;0; $-   ; $2,626,000.00 ; $114,948,450.00 ; $27,831,800.00 
8/01/2022; $35,971,000 ; $12,505,200 ; $9,711,000 ; $1,716,000 ; $1,262,670,824 ;84;0; $707,581,000 ; $127,966,700 ;$ 14,92; $127,064,000 ; $59,903,200 ; $42,435,000 ; $(4,305,000); $14,104,000 ; $20,900,000 ; $73,134,000 ;$ 192,00; $8,208,000 ;1712;2125;150;4;2265;0;4;10;0;10;0; $-   ; $926,000.00 ; $131,248,500.00 ; $27,358,500.00 
9/01/2022; $41,010,000 ; $12,154,200 ; $9,743,500 ; $1,703,000 ; $1,073,796,440 ;96;0; $545,453,000 ; $123,426,400 ;$ 20,09; $114,411,000 ; $64,610,700 ; $33,266,000 ;-$ 615,00; $8,856,000 ; $18,645,000 ; $60,152,000 ;$ 240,00; $10,774,000 ;1594;1632;154;5;1759;0;95;11;0;11;0; $-   ; $945,000.00 ; $131,491,550.00 ; $23,217,700.00 
10/01/2022; $29,763,000 ; $10,105,500 ; $10,861,500 ; $1,527,500 ; $973,350,692 ;76;0; $497,640,000 ; $118,275,600 ;$ 18,94; $107,544,000 ; $52,257,500 ; $24,628,000 ; $(2,460,000); $13,120,000 ; $18,480,000 ; $53,768,000 ;$ 288,00; $8,584,000 ;1456;1330;154;1;1443;0;1;6;0;6;0; $(17,400,000.00); $15,485,000.00 ; $114,779,150.00 ; $20,195,500.00 
11/01/2022; $17,815,000 ; $10,124,250 ; $9,607,000 ;$ 975,00; $831,428,698 ;49;0; $375,349,000 ; $116,484,900 ;$ 87,25; $97,031,000 ; $38,521,250 ; $28,290,000 ; $(2,460,000); $9,840,000 ; $19,360,000 ; $55,030,000 ; $-   ; $8,220,000 ;1212;1118;85;0;1213;0;2;8;0;8;0; $-   ; $2,098,000.00 ; $123,668,800.00 ; $17,036,500.00 
12/01/2022; $19,781,000 ; $11,589,000 ; $8,333,000 ; $1,118,000 ; $732,688,202 ;72;0; $348,388,000 ; $101,989,400 ;$ 13,20; $62,619,000 ; $40,821,000 ; $7,380,000 ; $-   ; $4,920,000 ; $13,695,000 ; $25,995,000 ;$ 48,00; $8,400,000 ;843;976;96;0;1035;0;0;7;0;7;0; $-   ; $6,970,000.00 ; $131,304,100.00 ; $13,110,500.00 
1/01/2023; $49,500,000 ; $12,419,100 ; $11,606,400 ; $2,403,400 ; $1,429,167,264 ;61;0; $879,107,000 ; $140,338,700 ;$ 20,66; $117,602,000 ; $75,928,900 ; $9,604,000 ; $2,058,000 ; $6,992,000 ; $15,996,000 ; $34,650,000 ; $1,219,000 ; $9,298,000 ;1517;3163;242;3;3600;28;7;0;2;30;0; $6,534,000.00 ; $3,193,000.00 ; $132,187,600.00 ; $38,815,400.00 
2/01/2023; $88,015,000 ; $11,758,900 ; $10,735,200 ; $3,362,400 ; $2,272,090,596 ;53;0; $1,680,510,660 ; $129,268,000 ;$ 8,04; $101,836,000 ; $113,871,500 ; $13,460,000 ; $12,419,000 ; $5,856,000 ; $17,174,000 ; $48,909,000 ; $2,187,400 ; $8,770,000 ;1294;5666;389;13;5929;82;0;0;1;83;0; $33,819,000.00 ; $153,000.00 ; $132,709,100.00 ; $54,020,900.00 
3/01/2023; $1,063,030,000 ; $21,972,800 ; $18,345,600 ; $16,840,800 ; $22,841,065,404 ;106;0; $20,741,439,000 ; $187,787,700 ;$ 55,10; $125,031,000 ; $1,120,189,200 ; $35,956,000 ; $161,210,000 ; $3,294,000 ; $24,428,000 ; $224,888,000 ; $4,793,000 ; $11,868,000 ;1568;29081;2191;178;29554;1064;15;0;21;1085;0; $1,010,425,000.00 ; $16,671,000.00 ; $189,719,100.00 ; $235,295,300.00 
4/01/2023; $185,612,000 ; $18,581,400 ; $17,388,000 ; $4,413,600 ; $4,719,439,950 ;63;0; $3,205,564,000 ; $130,566,300 ; $-   ; $93,426,000 ; $225,995,000 ; $63,183,000 ; $757,770,000 ; $4,026,000 ; $29,884,000 ; $854,863,000 ;$ 862,40; $10,588,000 ;1199;5802;493;786;6217;0;98;4;0;4;0; $3,363,000.00 ; $1,954,000.00 ; $141,717,650.00 ; $55,857,600.00 
5/01/2023; $84,315,000 ; $17,189,200 ; $12,117,600 ; $2,736,000 ; $2,817,130,562 ;80;0; $2,156,543,970 ; $144,411,800 ;$ 61,99; $106,387,000 ; $116,357,800 ; $60,439,000 ;-$ 686,00; $6,954,000 ; $33,728,000 ; $100,435,000 ;$ 544,40; $8,882,000 ;1451;4317;273;200;4536;0;2;16;0;16;0; $-   ; $12,262,000.00 ; $138,990,400.00 ; $44,516,200.00 
6/01/2023; $81,534,000 ; $18,306,800 ; $16,740,000 ; $2,361,600 ; $1,790,336,196 ;83;0; $1,183,947,000 ; $131,400,000 ;$ 31,00; $87,227,000 ; $118,942,400 ; $52,207,000 ; $(2,744,000); $8,052,000 ; $28,830,000 ; $86,413,400 ;$ 424,00; $11,098,000 ;1177;2699;225;99;2870;0;0;15;0;15;68400; $-   ; $8,634,000.00 ; $140,217,400.00 ; $30,636,000.00 
7/01/2023; $43,131,000 ; $16,707,600 ; $11,728,800 ; $1,756,800 ; $1,370,248,450 ;66;0; $836,687,960 ; $136,245,600 ;$ 77,49; $84,755,000 ; $73,324,200 ; $32,384,000 ; $(3,430,000); $10,248,000 ; $24,614,000 ; $63,816,000 ;$ 385,40; $12,060,000 ;1182;2151;154;2;2269;0;0;24;0;24;0; $153,000.00 ; $7,138,000.00 ; $137,063,200.00 ; $25,833,600.00 
8/01/2023; $60,527,000 ; $13,816,800 ; $11,383,200 ; $1,670,400 ; $1,330,518,761 ;78;0; $766,766,155 ; $134,676,000 ;$ 39,61; $96,217,000 ; $87,397,400 ; $36,358,000 ; $(1,372,000); $8,052,000 ; $24,862,000 ; $67,900,000 ;$ 438,40; $10,562,000 ;1238;2049;137;0;2152;0;10;30;0;30;0; $-   ; $5,631,000.00 ; $140,566,200.00 ; $25,956,000.00 
9/01/2023; $28,927,000 ; $14,188,200 ; $12,312,000 ; $1,526,400 ; $1,051,949,511 ;69;0; $530,814,171 ; $126,038,200 ;$ 5,74; $94,275,000 ; $56,953,600 ; $48,020,000 ;-$ 686,00; $12,078,000 ; $24,428,000 ; $83,840,000 ;$ 53,00; $8,914,000 ;1151;1579;139;0;1670;0;0;19;0;19;0; $-   ; $2,393,000.00 ; $129,283,000.00 ; $21,772,800.00 
10/01/2023; $31,656,000 ; $13,211,000 ; $13,118,400 ; $1,792,800 ; $934,244,764 ;65;0; $436,854,000 ; $122,252,400 ;$ 49,36; $86,433,000 ; $59,778,200 ; $32,242,000 ; $(1,987,000); $15,006,000 ; $22,258,000 ; $67,519,000 ;$ 159,00; $10,648,000 ;1128;1308;169;0;1407;0;1;12;0;12;0; $-   ; $4,218,000.00 ; $130,838,200.00 ; $19,713,600.00 
11/01/2023; $26,762,000 ; $12,232,000 ; $11,260,800 ; $1,288,800 ; $843,597,248 ;69;0; $402,761,000 ; $120,217,700 ;$ 58,55; $77,278,000 ; $51,543,600 ; $21,337,000 ; $(2,058,000); $6,588,000 ; $18,786,000 ; $44,653,000 ;$ 226,40; $8,808,000 ;972;1150;98;0;1225;0;0;7;0;7;0; $-   ; $2,071,000.00 ; $120,929,400.00 ; $17,121,600.00 
12/01/2023; $24,721,000 ; $11,422,600 ; $9,043,200 ; $1,101,600 ; $670,359,746 ;52;0; $314,499,000 ; $101,145,600 ;$ 74,05; $41,939,000 ; $46,288,400 ; $21,436,000 ; $(1,372,000); $4,392,000 ; $13,764,000 ; $38,220,000 ;$ 106,00; $5,896,000 ;551;878;94;0;948;0;2;4;0;4;0; $-   ; $736,000.00 ; $110,672,400.00 ; $11,519,300.00 
1/01/2024; $82,157,000 ; $17,476,000 ; $14,599,200 ; $3,239,000 ; $1,685,526,868 ;52;0; $1,041,633,000 ; $146,590,400 ;$ 18,37; $108,961,000 ; $117,471,200 ; $24,558,000 ; $9,142,000 ; $12,030,000 ; $20,808,000 ; $66,538,000 ; $1,556,000 ; $13,070,000 ;1367;2901;315;9;3334;51;0;0;5;56;0; $13,439,000.00 ; $4,801,000.00 ; $150,764,000.00 ; $38,924,900.00 
2/01/2024; $148,876,000 ; $18,136,000 ; $13,137,700 ; $4,345,000 ; $2,399,642,576 ;83;0; $1,680,739,000 ; $144,072,500 ;$ 13,78; $97,627,000 ; $184,494,700 ; $34,741,000 ; $20,277,000 ; $10,827,000 ; $18,564,000 ; $84,409,000 ; $2,732,000 ; $10,128,000 ;1161;4161;439;22;4452;83;2;0;23;106;0; $50,950,000.00 ; $20,947,000.00 ; $148,596,100.00 ; $46,830,500.00 
3/01/2024; $909,420,000 ; $20,540,000 ; $16,858,600 ; $13,682,800 ; $20,762,843,416 ;89;0; $18,872,396,900 ; $163,472,200 ;$ 19,52; $99,762,000 ; $960,501,400 ; $59,524,000 ; $174,232,000 ; $5,213,000 ; $20,740,000 ; $259,709,000 ; $5,148,000 ; $9,924,000 ;1196;24904;1607;138;25442;922;1;0;20;942;0; $997,024,000.00 ; $16,496,000.00 ; $170,884,200.00 ; $221,026,200.00 
4/01/2024; $396,587,000 ; $25,605,000 ; $17,474,800 ; $9,132,400 ; $10,332,698,246 ;80;0; $8,214,372,680 ; $179,694,700 ;$ 33,87; $122,102,000 ; $448,799,200 ; $140,437,000 ; $869,723,000 ; $6,416,000 ; $41,548,000 ; $1,058,124,000 ; $1,656,000 ; $11,462,000 ;1364;12837;987;851;13439;0;111;17;0;17;0; $121,466,000.00 ; $10,328,000.00 ; $175,252,000.00 ; $121,201,800.00 
5/01/2024; $124,762,000 ; $21,182,000 ; $13,240,400 ; $3,404,900 ; $2,586,439,273 ;81;0; $1,862,214,141 ; $147,041,800 ;$ 39,03; $98,847,000 ; $162,589,300 ; $66,153,000 ; $(2,939,000); $12,832,000 ; $42,908,000 ; $118,954,000 ;$ 427,00; $10,812,000 ;1148;3334;312;234;3497;0;0;25;0;25;0; $-   ; $11,872,000.00 ; $146,884,000.00 ; $38,631,000.00 
6/01/2024; $54,706,000 ; $16,396,000 ; $13,437,900 ; $2,520,100 ; $1,746,450,542 ;60;0; $1,176,161,000 ; $126,386,100 ;$ 47,64; $87,764,000 ; $87,060,000 ; $64,036,000 ; $(11,135,000); $9,624,000 ; $28,968,000 ; $91,493,000 ;$ 232,00; $9,528,000 ;1024;2385;227;71;2529;0;4;43;0;43;0; $-   ; $16,054,000.00 ; $138,011,600.00 ; $29,767,200.00 
7/01/2024; $69,534,130 ; $19,680,000 ; $15,278,600 ; $2,417,400 ; $1,651,896,026 ;80;0; $982,807,470 ; $153,930,600 ;$ 28,13; $97,712,000 ; $106,910,130 ; $65,532,000 ; $(8,196,000); $18,045,000 ; $28,220,000 ; $103,601,000 ;$ 232,00; $11,532,000 ;1207;2230;192;15;2368;0;0;50;0;50;0; $-   ; $15,683,000.00 ; $165,178,000.00 ; $29,964,700.00 
8/01/2024; $48,471,000 ; $19,989,000 ; $14,733,500 ; $2,441,100 ; $1,324,515,056 ;102;0; $730,289,000 ; $144,417,500 ;$ 25,26; $95,114,000 ; $85,634,600 ; $58,578,000 ; $(6,493,000); $12,431,000 ; $27,608,000 ; $92,124,000 ;$ 290,00; $9,740,000 ;1110;1734;180;2;1881;0;0;46;0;46;0; $-   ; $12,854,000.00 ; $141,687,600.00 ; $25,193,100.00 
9/01/2024; $37,298,000 ; $18,156,000 ; $12,853,300 ; $1,903,900 ; $1,168,518,194 ;98;0; $588,328,410 ; $139,587,100 ;$ 66,58; $97,306,000 ; $70,211,200 ; $54,888,000 ; $(4,506,000); $20,852,000 ; $27,812,000 ; $99,046,000 ;$ 116,00; $10,024,000 ;1118;1444;138;1;1534;0;1;42;0;42;0; $-   ; $6,771,000.00 ; $141,310,000.00 ; $22,522,900.00 
10/01/2024; $42,105,000 ; $19,481,000 ; $16,289,800 ; $2,275,200 ; $1,147,618,224 ;77;0; $547,788,000 ; $147,286,300 ;$ 43,62; $107,129,000 ; $80,151,000 ; $31,678,000 ; $(2,939,000); $18,446,000 ; $28,696,000 ; $75,881,000 ;$ 232,00; $12,530,000 ;1197;1288;182;0;1382;0;0;18;0;18;0; $-   ; $12,314,000.00 ; $154,244,000.00 ; $22,333,300.00 
11/01/2024; $39,891,000 ; $16,158,000 ; $13,501,100 ; $1,587,900 ; $982,140,642 ;57;0; $423,659,000 ; $131,227,000 ;$ 18,94; $90,280,000 ; $71,138,000 ; $57,827,000 ; $(1,502,000); $18,446,000 ; $28,016,000 ; $102,787,000 ;$ 58,00; $9,676,000 ;954;1048;106;0;1104;0;0;20;0;20;0; $-   ; $8,304,000.00 ; $135,024,000.00 ; $18,272,700.00 
12/01/2024; $20,395,000 ; $17,028,000 ; $12,189,700 ; $1,398,300 ; $838,783,318 ;60;0; $413,079,000 ; $113,211,200 ;$ 4,02; $52,908,000 ; $51,011,000 ; $15,020,000 ; $(1,366,000); $7,619,000 ; $19,516,000 ; $40,789,000 ;$ 16,00; $8,964,000 ;697;887;107;0;958;0;0;13;0;13;0; $-   ; $5,299,000.00 ; $144,826,000.00 ; $13,975,100.00 
1/01/2025; $62,592,200 ; $17,197,500 ; $19,801,200 ; $3,677,200 ; $1,750,331,088 ;50;23; $991,796,210 ; $221,345,200 ;$ 55,68; $142,414,200 ; $103,268,100 ; $9,204,000 ; $4,793,000 ; $15,272,000 ; $20,664,000 ; $49,933,000 ; $2,029,600 ; $12,678,000 ;1330;3717;364;6;4025;65;0;0;17;82;0; $17,143,000.00 ; $12,038,000.00 ; $181,267,000.00 ; $45,544,100.00 
2/01/2025; $211,605,100 ; $18,765,800 ; $19,128,400 ; $6,771,600 ; $4,138,247,334 ;66;52; $3,111,003,400 ; $226,138,400 ;$ 23,53; $148,154,300 ; $256,270,900 ; $39,641,000 ; $26,177,000 ; $14,805,000 ; $24,840,000 ; $105,463,000 ; $3,327,200 ; $12,416,000 ;1318;8010;744;25;8464;167;2;0;17;184;0; $81,291,000.00 ; $19,159,000.00 ; $193,516,400.00 ; $81,934,200.00 
3/01/2025; $1,375,198,900 ; $21,816,900 ; $27,151,900 ; $18,524,700 ; $36,493,965,238 ;49;50; $33,915,185,600 ; $259,962,700 ;$ 78,64; $129,875,800 ; $1,442,692,400 ; $37,265,000 ; $194,040,000 ; $6,768,000 ; $25,488,000 ; $263,561,000 ; $4,935,200 ; $9,416,000 ;1211;27513;2200;156;27991;1157;0;0;19;1176;0; $1,263,621,000.00 ; $11,798,000.00 ; $218,259,500.00 ; $249,998,400.00 
4/01/2025; $241,012,100 ; $23,324,200 ; $19,986,800 ; $5,402,700 ; $7,944,280,322 ;76;122; $5,807,053,200 ; $221,867,400 ;$ 30,42; $161,685,800 ; $289,725,800 ; $88,117,000 ; $1,050,233,000 ; $8,037,000 ; $44,568,000 ; $1,190,955,000 ; $1,053,600 ; $12,062,000 ;1241;6461;526;1062;6931;0;1;21;0;21;0; $8,331,000.00 ; $21,677,000.00 ; $190,899,900.00 ; $68,947,200.00 
5/01/2025; $115,210,700 ; $21,787,300 ; $19,221,200 ; $3,296,700 ; $3,169,821,862 ;61;104; $2,281,285,600 ; $215,540,000 ;$ 7,46; $148,282,000 ; $159,515,900 ; $80,784,000 ; $(2,376,000); $10,998,000 ; $48,240,000 ; $137,646,000 ;$ 488,00; $10,322,000 ;1162;3508;302;246;3732;0;116;17;0;17;0; $1,981,000.00 ; $7,363,000.00 ; $175,003,700.00 ; $41,731,200.00 
6/01/2025; $50,342,300 ; $20,678,600 ; $20,578,400 ; $2,446,200 ; $2,021,246,692 ;71;90; $1,280,647,400 ; $190,779,400 ;$ 61,99; $137,124,600 ; $94,045,500 ; $66,705,000 ; $(7,128,000); $15,651,000 ; $34,200,000 ; $109,428,000 ;$ 488,00; $10,692,000 ;1181;2229;221;50;2393;0;1;32;0;32;0; $-   ; $14,193,000.00 ; $167,378,000.00 ; $30,601,800.00 
7/01/2025; $57,847,400 ; $28,433,500 ; $23,872,800 ; $2,648,700 ; $2,190,299,388 ;85;100; $1,271,368,470 ; $235,126,200 ;$ 61,42; $182,185,000 ; $112,802,400 ; $74,448,000 ; $(7,087,000); $17,766,000 ; $41,400,000 ; $126,527,000 ;$ 488,00; $14,806,000 ;1526;2369;222;13;2493;0;1;52;0;52;0; $-   ; $9,374,000.00 ; $212,202,100.00 ; $34,732,800.00 
8/01/2025; $17,985,500 ; $17,542,100 ; $17,713,200 ; $1,960,200 ; $1,460,737,664 ;49;73; $788,034,900 ; $195,192,200 ;$ 20,66; $125,855,900 ; $55,201,000 ; $50,688,000 ; $(5,544,000); $14,382,000 ; $31,968,000 ; $91,494,000 ;$ 61,00; $10,758,000 ;1104;1557;151;0;1668;0;1;57;0;57;0; $-   ; $15,668,000.00 ; $170,119,700.00 ; $24,000,300.00 
9/01/2025; $16,396,200 ; $10,098,600 ; $12,446,800 ; $1,287,900 ; $703,688,077 ;44;31; $336,257,483 ; $95,862,400 ;$ 17,79; $78,034,500 ; $40,229,500 ; $23,719,000 ; $(1,584,000); $7,614,000 ; $19,584,000 ; $49,333,000 ;$ 199,60; $5,430,000 ;512;662;100;0;743;0;0;3;0;3;0; $-   ; $4,152,000.00 ; $87,024,300.00 ; $11,299,500.00 
